"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","CC-Cash Payment-aaaa","ID-015908","",13/06/2018,447.00,0.00,5972.10,"Total For Customer",35478.93,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","CC-Cash Payment-aaaa","IN-021964","",29/11/2018,278.00,0.00,8359.00,"Total For Customer",35478.93,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","CC-Cash Payment-aaaa","IN-022899","",24/01/2019,222.00,0.00,1670.00,"Total For Customer",35478.93,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","CC-Cash Payment-aaaa","IT-008286","",20/06/2019,75.00,0.00,171.00,"Total For Customer",35478.93,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","CC-Cash Payment-aaaa","IN-026402","",26/08/2019,8.00,0.00,2421.00,"Total For Customer",35478.93,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr Eranga Indragith-Bowatta","ID-015853","",11/06/2018,449.00,0.00,44736.78,"Total For Customer",44736.78,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Healthy Care Pharmacy-Chilaw","ID-015820","",09/06/2018,451.00,0.00,3728.00,"Total For Customer",3728.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","J & S Pharamacy-Chilaw","ID-014599","",14/03/2018,538.00,0.00,5263.00,"Total For Customer",16167.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","J & S Pharamacy-Chilaw","ID-015818","",09/06/2018,451.00,0.00,10904.00,"Total For Customer",16167.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","J.S Pharmacy-Bingiriya","IN-019030","",20/06/2018,440.00,0.00,3634.00,"Total For Customer",3634.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","New Central Pharmacy - Chilaw-Chilaw","ID-015827","",09/06/2018,451.00,0.00,22368.39,"Total For Customer",27121.39,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","New Central Pharmacy - Chilaw-Chilaw","IN-024787","",22/05/2019,104.00,0.00,4753.00,"Total For Customer",27121.39,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","New City Pharmacy - Chilaw-Chilaw","IQ-000431","",14/07/2018,416.00,0.00,6587.50,"Total For Customer",6587.50,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","New Pharmacy-Chilaw","ID-015823","",09/06/2018,451.00,0.00,22368.39,"Total For Customer",22368.39,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","New Seth Pharmacy-Chilaw","ID-015971","",18/06/2018,442.00,0.00,22368.39,"Total For Customer",22368.39,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Prasanna Dissanayaka-Chilaw","ID-015506","",18/05/2018,473.00,0.00,3757.50,"Total For Customer",71699.50,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Prasanna Dissanayaka-Chilaw","IO-003988","",22/05/2018,469.00,0.00,8330.00,"Total For Customer",71699.50,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Prasanna Dissanayaka-Chilaw","IO-004021","",25/05/2018,466.00,0.00,8072.00,"Total For Customer",71699.50,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Prasanna Dissanayaka-Chilaw","IO-004416","",28/06/2018,432.00,0.00,26670.00,"Total For Customer",71699.50,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Prasanna Dissanayaka-Chilaw","IQ-000449","",16/07/2018,414.00,0.00,24870.00,"Total For Customer",71699.50,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","RAPHAEL CARE (PVT) LIMITED-Chilaw","IN-020255","",28/08/2018,371.00,0.00,34052.30,"Total For Customer",34052.30,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Sarath Gamage-Chilaw","IO-004612","",13/07/2018,417.00,0.00,8072.00,"Total For Customer",8072.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Dr. Sasitha Thenuwara-Chilaw","ID-015858","",11/06/2018,449.00,0.00,30000.00,"Total For Customer",30000.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Sethsiri Pharmacy-Bingiriya","ID-015819","",09/06/2018,451.00,0.00,22368.39,"Total For Customer",66710.59,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Sethsiri Pharmacy-Bingiriya","ID-016134","",29/06/2018,431.00,0.00,42105.20,"Total For Customer",66710.59,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Sethsiri Pharmacy-Bingiriya","ID-016626","",04/08/2018,395.00,0.00,2237.00,"Total For Customer",66710.59,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Suhada Pharmacy (Pvt) Ltd-Chilaw","IN-022674","",10/01/2019,236.00,0.00,1670.00,"Total For Customer",1670.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Suvini Pharmacy-Bingiriya","ID-016625","",04/08/2018,395.00,0.00,2785.00,"Total For Customer",2785.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Suwana Pharmacy-Chilaw","IO-003934","",16/05/2018,475.00,0.00,2553.00,"Total For Customer",20514.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Suwana Pharmacy-Chilaw","ID-016141","",29/06/2018,431.00,0.00,17961.00,"Total For Customer",20514.00,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Chilaw","Union Pharmacy-Chilaw","ID-015821","",09/06/2018,451.00,0.00,22368.39,"Total For Customer",22368.39,"Total For Area",520897.90,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Galgamuwa","The New Pharmacy - Galgamuwa-Galgamuwa","IB-013772","",16/07/2018,414.00,0.00,736.80,"Total For Customer",736.80,"Total For Area",736.80,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Gampaha","Asiri pharmacy-Ganemulla","ID-015956","",16/06/2018,444.00,0.00,12368.00,"Total For Customer",12368.00,"Total For Area",71664.66,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Gampaha","New Pharmacy-Ganemulla.-Ganemulla","IB-013413","",16/06/2018,444.00,0.00,2334.00,"Total For Customer",36928.27,"Total For Area",71664.66,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Gampaha","New Pharmacy-Ganemulla.-Ganemulla","ID-015952","",16/06/2018,444.00,0.00,14385.88,"Total For Customer",36928.27,"Total For Area",71664.66,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Gampaha","New Pharmacy-Ganemulla.-Ganemulla","ID-015955","",16/06/2018,444.00,0.00,20208.39,"Total For Customer",36928.27,"Total For Area",71664.66,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Gampaha","Sethsiri Pharamacy-Ganemulla","ID-015957","",16/06/2018,444.00,0.00,22368.39,"Total For Customer",22368.39,"Total For Area",71664.66,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Hettipola","Suwani Pharmacy-Hettipola","IB-013967","",04/08/2018,395.00,0.00,8532.85,"Total For Customer",12345.55,"Total For Area",12345.55,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Hettipola","Suwani Pharmacy-Hettipola","ID-016633","",04/08/2018,395.00,0.00,2061.00,"Total For Customer",12345.55,"Total For Area",12345.55,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Hettipola","Suwani Pharmacy-Hettipola","IQ-000618","",04/08/2018,395.00,0.00,1751.70,"Total For Customer",12345.55,"Total For Area",12345.55,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Amila Pharmacy-Ja - Ela City","IN-023230","",12/02/2019,203.00,0.00,2457.50,"Total For Customer",2457.50,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Arogya Pharmacy - Ja - Ela-Ja - Ela City","IN-025164","",12/06/2019,83.00,0.00,4985.75,"Total For Customer",7652.05,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Arogya Pharmacy - Ja - Ela-Ja - Ela City","IN-025931","",30/07/2019,35.00,0.00,407.00,"Total For Customer",7652.05,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Arogya Pharmacy - Ja - Ela-Ja - Ela City","IN-026440","",28/08/2019,6.00,0.00,2259.30,"Total For Customer",7652.05,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Asiri Pharmacy - Ja-Ela-Ja - Ela City","IT-006700","",27/08/2018,372.00,0.00,4075.13,"Total For Customer",4075.13,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Asiri Pharmacy - Raddolugama-Raddolugama","IN-022567","",03/01/2019,243.00,0.00,3261.00,"Total For Customer",80923.81,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Asiri Pharmacy - Raddolugama-Raddolugama","IT-008552","",27/07/2019,38.00,0.00,20173.96,"Total For Customer",80923.81,"Total For Area",3997953.50,"Grand Total",24930740.07
"Date :",03/09/2019,"The West Central Pharma  (PVT)  LTD","Page :",1,"List of Outstanding  Invoices - by Area","Area  :","Company :","","All Areas","Rep :","Location :","All Reps","All Locations","Customer","Invoice","Bill","Effective","Invoice Age","Net Invoice","Amount","Number","Number","Date","(in Days)","Value","Outstanding","Ja - Ela","Asiri Pharmacy - Raddolugama-Raddolugama","IN-026055","",06/08/2019,28.00,0.00,14928.00,"Total For Customer",80923.81,"Total For Area",3997953.50,"Grand Total",24930740.07
